Type,SKU,Name,Manage stock?,Stock,Images,Attribute 1 name,Attribute 1 value(s),Attribute 1 visible,Attribute 1 global,Parent,Attribute 2 name,Attribute 2 value(s),Attribute 2 visible,Attribute 2 global,Regular price,Description,Short description,Categories
variation,dog-vest-harness-Pink_Paw-2XL,Dog Vest Harness - Pink Paw - 2XL,1,0.0,"https://raw.githubusercontent.com/AdityaGupta832342/product-images/main/dog-vest-harness/ChatGPT_Image_Jan_30_2026_10_33_34_PM_83157514-a80e-4915-85ef-e874a1447837.png,https://raw.githubusercontent.com/AdityaGupta832342/product-images/main/dog-vest-harness/ChatGPT_Image_Jan_31_2026_01_47_22_PM_652fce7c-4f52-40c8-9fc1-cee70cecc42c.png,https://raw.githubusercontent.com/AdityaGupta832342/product-images/main/dog-vest-harness/ChatGPT_Image_Feb_3_2026_04_54_32_PM_99b4adc8-227b-4a96-b984-7916cc0ea2fa.png,https://raw.githubusercontent.com/AdityaGupta832342/product-images/main/dog-vest-harness/ChatGPTImageJan30_2026_10_39_23PM.png,https://raw.githubusercontent.com/AdityaGupta832342/product-images/main/dog-vest-harness/ChatGPT_Image_Jan_31_2026_01_55_30_PM_6e8282c5-4117-477c-8d6a-d78cecc66603.png,https://raw.githubusercontent.com/AdityaGupta832342/product-images/main/dog-vest-harness/ChatGPT_Image_Feb_3_2026_04_39_15_PM_75add5bb-a51b-4910-bc90-2772cc766da5.png,https://raw.githubusercontent.com/AdityaGupta832342/product-images/main/dog-vest-harness/ChatGPT_Image_Jan_30_2026_10_39_23_PM_298462e6-0786-42ba-80fe-4cbcddcea685.png,https://raw.githubusercontent.com/AdityaGupta832342/product-images/main/dog-vest-harness/ChatGPT_Image_Jan_30_2026_10_36_59_PM_9d401ef3-9045-4078-9ebb-23d5e62b405e.png,https://raw.githubusercontent.com/AdityaGupta832342/product-images/main/dog-vest-harness/ChatGPT_Image_Jan_30_2026_10_35_40_PM_bce1ed60-67c3-4916-9347-d44933e45cd8.png,https://raw.githubusercontent.com/AdityaGupta832342/product-images/main/dog-vest-harness/ChatGPT_Image_Jan_30_2026_10_38_14_PM_cc67e846-b1d4-4641-bb12-2b27492c5b5a.png",Color,Pink Paw,,0.0,dog-vest-harness,Accessory size,2XL,,0.0,699.0,,,
variation,dog-vest-harness-Pink_Paw-L,Dog Vest Harness - Pink Paw - L,1,0.0,"https://raw.githubusercontent.com/AdityaGupta832342/product-images/main/dog-vest-harness/ChatGPT_Image_Jan_30_2026_10_33_34_PM_83157514-a80e-4915-85ef-e874a1447837.png,https://raw.githubusercontent.com/AdityaGupta832342/product-images/main/dog-vest-harness/ChatGPT_Image_Jan_31_2026_01_47_22_PM_652fce7c-4f52-40c8-9fc1-cee70cecc42c.png,https://raw.githubusercontent.com/AdityaGupta832342/product-images/main/dog-vest-harness/ChatGPT_Image_Feb_3_2026_04_54_32_PM_99b4adc8-227b-4a96-b984-7916cc0ea2fa.png,https://raw.githubusercontent.com/AdityaGupta832342/product-images/main/dog-vest-harness/ChatGPTImageJan30_2026_10_39_23PM.png,https://raw.githubusercontent.com/AdityaGupta832342/product-images/main/dog-vest-harness/ChatGPT_Image_Jan_31_2026_01_55_30_PM_6e8282c5-4117-477c-8d6a-d78cecc66603.png,https://raw.githubusercontent.com/AdityaGupta832342/product-images/main/dog-vest-harness/ChatGPT_Image_Feb_3_2026_04_39_15_PM_75add5bb-a51b-4910-bc90-2772cc766da5.png,https://raw.githubusercontent.com/AdityaGupta832342/product-images/main/dog-vest-harness/ChatGPT_Image_Jan_30_2026_10_39_23_PM_298462e6-0786-42ba-80fe-4cbcddcea685.png,https://raw.githubusercontent.com/AdityaGupta832342/product-images/main/dog-vest-harness/ChatGPT_Image_Jan_30_2026_10_36_59_PM_9d401ef3-9045-4078-9ebb-23d5e62b405e.png,https://raw.githubusercontent.com/AdityaGupta832342/product-images/main/dog-vest-harness/ChatGPT_Image_Jan_30_2026_10_35_40_PM_bce1ed60-67c3-4916-9347-d44933e45cd8.png,https://raw.githubusercontent.com/AdityaGupta832342/product-images/main/dog-vest-harness/ChatGPT_Image_Jan_30_2026_10_38_14_PM_cc67e846-b1d4-4641-bb12-2b27492c5b5a.png",Color,Pink Paw,,0.0,dog-vest-harness,Accessory size,L,,0.0,699.0,,,
variation,dog-vest-harness-Pink_Paw-M,Dog Vest Harness - Pink Paw - M,1,0.0,"https://raw.githubusercontent.com/AdityaGupta832342/product-images/main/dog-vest-harness/ChatGPT_Image_Jan_30_2026_10_33_34_PM_83157514-a80e-4915-85ef-e874a1447837.png,https://raw.githubusercontent.com/AdityaGupta832342/product-images/main/dog-vest-harness/ChatGPT_Image_Jan_31_2026_01_47_22_PM_652fce7c-4f52-40c8-9fc1-cee70cecc42c.png,https://raw.githubusercontent.com/AdityaGupta832342/product-images/main/dog-vest-harness/ChatGPT_Image_Feb_3_2026_04_54_32_PM_99b4adc8-227b-4a96-b984-7916cc0ea2fa.png,https://raw.githubusercontent.com/AdityaGupta832342/product-images/main/dog-vest-harness/ChatGPTImageJan30_2026_10_39_23PM.png,https://raw.githubusercontent.com/AdityaGupta832342/product-images/main/dog-vest-harness/ChatGPT_Image_Jan_31_2026_01_55_30_PM_6e8282c5-4117-477c-8d6a-d78cecc66603.png,https://raw.githubusercontent.com/AdityaGupta832342/product-images/main/dog-vest-harness/ChatGPT_Image_Feb_3_2026_04_39_15_PM_75add5bb-a51b-4910-bc90-2772cc766da5.png,https://raw.githubusercontent.com/AdityaGupta832342/product-images/main/dog-vest-harness/ChatGPT_Image_Jan_30_2026_10_39_23_PM_298462e6-0786-42ba-80fe-4cbcddcea685.png,https://raw.githubusercontent.com/AdityaGupta832342/product-images/main/dog-vest-harness/ChatGPT_Image_Jan_30_2026_10_36_59_PM_9d401ef3-9045-4078-9ebb-23d5e62b405e.png,https://raw.githubusercontent.com/AdityaGupta832342/product-images/main/dog-vest-harness/ChatGPT_Image_Jan_30_2026_10_35_40_PM_bce1ed60-67c3-4916-9347-d44933e45cd8.png,https://raw.githubusercontent.com/AdityaGupta832342/product-images/main/dog-vest-harness/ChatGPT_Image_Jan_30_2026_10_38_14_PM_cc67e846-b1d4-4641-bb12-2b27492c5b5a.png",Color,Pink Paw,,0.0,dog-vest-harness,Accessory size,M,,0.0,699.0,,,
variation,dog-vest-harness-Pink_Paw-S,Dog Vest Harness - Pink Paw - S,1,0.0,"https://raw.githubusercontent.com/AdityaGupta832342/product-images/main/dog-vest-harness/ChatGPT_Image_Jan_30_2026_10_33_34_PM_83157514-a80e-4915-85ef-e874a1447837.png,https://raw.githubusercontent.com/AdityaGupta832342/product-images/main/dog-vest-harness/ChatGPT_Image_Jan_31_2026_01_47_22_PM_652fce7c-4f52-40c8-9fc1-cee70cecc42c.png,https://raw.githubusercontent.com/AdityaGupta832342/product-images/main/dog-vest-harness/ChatGPT_Image_Feb_3_2026_04_54_32_PM_99b4adc8-227b-4a96-b984-7916cc0ea2fa.png,https://raw.githubusercontent.com/AdityaGupta832342/product-images/main/dog-vest-harness/ChatGPTImageJan30_2026_10_39_23PM.png,https://raw.githubusercontent.com/AdityaGupta832342/product-images/main/dog-vest-harness/ChatGPT_Image_Jan_31_2026_01_55_30_PM_6e8282c5-4117-477c-8d6a-d78cecc66603.png,https://raw.githubusercontent.com/AdityaGupta832342/product-images/main/dog-vest-harness/ChatGPT_Image_Feb_3_2026_04_39_15_PM_75add5bb-a51b-4910-bc90-2772cc766da5.png,https://raw.githubusercontent.com/AdityaGupta832342/product-images/main/dog-vest-harness/ChatGPT_Image_Jan_30_2026_10_39_23_PM_298462e6-0786-42ba-80fe-4cbcddcea685.png,https://raw.githubusercontent.com/AdityaGupta832342/product-images/main/dog-vest-harness/ChatGPT_Image_Jan_30_2026_10_36_59_PM_9d401ef3-9045-4078-9ebb-23d5e62b405e.png,https://raw.githubusercontent.com/AdityaGupta832342/product-images/main/dog-vest-harness/ChatGPT_Image_Jan_30_2026_10_35_40_PM_bce1ed60-67c3-4916-9347-d44933e45cd8.png,https://raw.githubusercontent.com/AdityaGupta832342/product-images/main/dog-vest-harness/ChatGPT_Image_Jan_30_2026_10_38_14_PM_cc67e846-b1d4-4641-bb12-2b27492c5b5a.png",Color,Pink Paw,,0.0,dog-vest-harness,Accessory size,S,,0.0,699.0,,,
variation,dog-vest-harness-Pink_Paw-XL,Dog Vest Harness - Pink Paw - XL,1,0.0,"https://raw.githubusercontent.com/AdityaGupta832342/product-images/main/dog-vest-harness/ChatGPT_Image_Jan_30_2026_10_33_34_PM_83157514-a80e-4915-85ef-e874a1447837.png,https://raw.githubusercontent.com/AdityaGupta832342/product-images/main/dog-vest-harness/ChatGPT_Image_Jan_31_2026_01_47_22_PM_652fce7c-4f52-40c8-9fc1-cee70cecc42c.png,https://raw.githubusercontent.com/AdityaGupta832342/product-images/main/dog-vest-harness/ChatGPT_Image_Feb_3_2026_04_54_32_PM_99b4adc8-227b-4a96-b984-7916cc0ea2fa.png,https://raw.githubusercontent.com/AdityaGupta832342/product-images/main/dog-vest-harness/ChatGPTImageJan30_2026_10_39_23PM.png,https://raw.githubusercontent.com/AdityaGupta832342/product-images/main/dog-vest-harness/ChatGPT_Image_Jan_31_2026_01_55_30_PM_6e8282c5-4117-477c-8d6a-d78cecc66603.png,https://raw.githubusercontent.com/AdityaGupta832342/product-images/main/dog-vest-harness/ChatGPT_Image_Feb_3_2026_04_39_15_PM_75add5bb-a51b-4910-bc90-2772cc766da5.png,https://raw.githubusercontent.com/AdityaGupta832342/product-images/main/dog-vest-harness/ChatGPT_Image_Jan_30_2026_10_39_23_PM_298462e6-0786-42ba-80fe-4cbcddcea685.png,https://raw.githubusercontent.com/AdityaGupta832342/product-images/main/dog-vest-harness/ChatGPT_Image_Jan_30_2026_10_36_59_PM_9d401ef3-9045-4078-9ebb-23d5e62b405e.png,https://raw.githubusercontent.com/AdityaGupta832342/product-images/main/dog-vest-harness/ChatGPT_Image_Jan_30_2026_10_35_40_PM_bce1ed60-67c3-4916-9347-d44933e45cd8.png,https://raw.githubusercontent.com/AdityaGupta832342/product-images/main/dog-vest-harness/ChatGPT_Image_Jan_30_2026_10_38_14_PM_cc67e846-b1d4-4641-bb12-2b27492c5b5a.png",Color,Pink Paw,,0.0,dog-vest-harness,Accessory size,XL,,0.0,699.0,,,
variation,dog-vest-harness-Pink_Paw-XS,Dog Vest Harness - Pink Paw - XS,1,0.0,"https://raw.githubusercontent.com/AdityaGupta832342/product-images/main/dog-vest-harness/ChatGPT_Image_Jan_30_2026_10_33_34_PM_83157514-a80e-4915-85ef-e874a1447837.png,https://raw.githubusercontent.com/AdityaGupta832342/product-images/main/dog-vest-harness/ChatGPT_Image_Jan_31_2026_01_47_22_PM_652fce7c-4f52-40c8-9fc1-cee70cecc42c.png,https://raw.githubusercontent.com/AdityaGupta832342/product-images/main/dog-vest-harness/ChatGPT_Image_Feb_3_2026_04_54_32_PM_99b4adc8-227b-4a96-b984-7916cc0ea2fa.png,https://raw.githubusercontent.com/AdityaGupta832342/product-images/main/dog-vest-harness/ChatGPTImageJan30_2026_10_39_23PM.png,https://raw.githubusercontent.com/AdityaGupta832342/product-images/main/dog-vest-harness/ChatGPT_Image_Jan_31_2026_01_55_30_PM_6e8282c5-4117-477c-8d6a-d78cecc66603.png,https://raw.githubusercontent.com/AdityaGupta832342/product-images/main/dog-vest-harness/ChatGPT_Image_Feb_3_2026_04_39_15_PM_75add5bb-a51b-4910-bc90-2772cc766da5.png,https://raw.githubusercontent.com/AdityaGupta832342/product-images/main/dog-vest-harness/ChatGPT_Image_Jan_30_2026_10_39_23_PM_298462e6-0786-42ba-80fe-4cbcddcea685.png,https://raw.githubusercontent.com/AdityaGupta832342/product-images/main/dog-vest-harness/ChatGPT_Image_Jan_30_2026_10_36_59_PM_9d401ef3-9045-4078-9ebb-23d5e62b405e.png,https://raw.githubusercontent.com/AdityaGupta832342/product-images/main/dog-vest-harness/ChatGPT_Image_Jan_30_2026_10_35_40_PM_bce1ed60-67c3-4916-9347-d44933e45cd8.png,https://raw.githubusercontent.com/AdityaGupta832342/product-images/main/dog-vest-harness/ChatGPT_Image_Jan_30_2026_10_38_14_PM_cc67e846-b1d4-4641-bb12-2b27492c5b5a.png",Color,Pink Paw,,0.0,dog-vest-harness,Accessory size,XS,,0.0,699.0,,,
variation,dog-vest-harness-Red-2XL,Dog Vest Harness - Red - 2XL,1,47.0,"https://raw.githubusercontent.com/AdityaGupta832342/product-images/main/dog-vest-harness/ChatGPT_Image_Jan_30_2026_10_33_34_PM_83157514-a80e-4915-85ef-e874a1447837.png,https://raw.githubusercontent.com/AdityaGupta832342/product-images/main/dog-vest-harness/ChatGPT_Image_Jan_31_2026_01_47_22_PM_652fce7c-4f52-40c8-9fc1-cee70cecc42c.png,https://raw.githubusercontent.com/AdityaGupta832342/product-images/main/dog-vest-harness/ChatGPT_Image_Feb_3_2026_04_54_32_PM_99b4adc8-227b-4a96-b984-7916cc0ea2fa.png,https://raw.githubusercontent.com/AdityaGupta832342/product-images/main/dog-vest-harness/ChatGPTImageJan30_2026_10_39_23PM.png,https://raw.githubusercontent.com/AdityaGupta832342/product-images/main/dog-vest-harness/ChatGPT_Image_Jan_31_2026_01_55_30_PM_6e8282c5-4117-477c-8d6a-d78cecc66603.png,https://raw.githubusercontent.com/AdityaGupta832342/product-images/main/dog-vest-harness/ChatGPT_Image_Feb_3_2026_04_39_15_PM_75add5bb-a51b-4910-bc90-2772cc766da5.png,https://raw.githubusercontent.com/AdityaGupta832342/product-images/main/dog-vest-harness/ChatGPT_Image_Jan_30_2026_10_39_23_PM_298462e6-0786-42ba-80fe-4cbcddcea685.png,https://raw.githubusercontent.com/AdityaGupta832342/product-images/main/dog-vest-harness/ChatGPT_Image_Jan_30_2026_10_36_59_PM_9d401ef3-9045-4078-9ebb-23d5e62b405e.png,https://raw.githubusercontent.com/AdityaGupta832342/product-images/main/dog-vest-harness/ChatGPT_Image_Jan_30_2026_10_35_40_PM_bce1ed60-67c3-4916-9347-d44933e45cd8.png,https://raw.githubusercontent.com/AdityaGupta832342/product-images/main/dog-vest-harness/ChatGPT_Image_Jan_30_2026_10_38_14_PM_cc67e846-b1d4-4641-bb12-2b27492c5b5a.png",Color,Red,,0.0,dog-vest-harness,Accessory size,2XL,,0.0,699.0,,,
variation,dog-vest-harness-Red-L,Dog Vest Harness - Red - L,1,47.0,"https://raw.githubusercontent.com/AdityaGupta832342/product-images/main/dog-vest-harness/ChatGPT_Image_Jan_30_2026_10_33_34_PM_83157514-a80e-4915-85ef-e874a1447837.png,https://raw.githubusercontent.com/AdityaGupta832342/product-images/main/dog-vest-harness/ChatGPT_Image_Jan_31_2026_01_47_22_PM_652fce7c-4f52-40c8-9fc1-cee70cecc42c.png,https://raw.githubusercontent.com/AdityaGupta832342/product-images/main/dog-vest-harness/ChatGPT_Image_Feb_3_2026_04_54_32_PM_99b4adc8-227b-4a96-b984-7916cc0ea2fa.png,https://raw.githubusercontent.com/AdityaGupta832342/product-images/main/dog-vest-harness/ChatGPTImageJan30_2026_10_39_23PM.png,https://raw.githubusercontent.com/AdityaGupta832342/product-images/main/dog-vest-harness/ChatGPT_Image_Jan_31_2026_01_55_30_PM_6e8282c5-4117-477c-8d6a-d78cecc66603.png,https://raw.githubusercontent.com/AdityaGupta832342/product-images/main/dog-vest-harness/ChatGPT_Image_Feb_3_2026_04_39_15_PM_75add5bb-a51b-4910-bc90-2772cc766da5.png,https://raw.githubusercontent.com/AdityaGupta832342/product-images/main/dog-vest-harness/ChatGPT_Image_Jan_30_2026_10_39_23_PM_298462e6-0786-42ba-80fe-4cbcddcea685.png,https://raw.githubusercontent.com/AdityaGupta832342/product-images/main/dog-vest-harness/ChatGPT_Image_Jan_30_2026_10_36_59_PM_9d401ef3-9045-4078-9ebb-23d5e62b405e.png,https://raw.githubusercontent.com/AdityaGupta832342/product-images/main/dog-vest-harness/ChatGPT_Image_Jan_30_2026_10_35_40_PM_bce1ed60-67c3-4916-9347-d44933e45cd8.png,https://raw.githubusercontent.com/AdityaGupta832342/product-images/main/dog-vest-harness/ChatGPT_Image_Jan_30_2026_10_38_14_PM_cc67e846-b1d4-4641-bb12-2b27492c5b5a.png",Color,Red,,0.0,dog-vest-harness,Accessory size,L,,0.0,699.0,,,
variation,dog-vest-harness-Red-M,Dog Vest Harness - Red - M,1,47.0,"https://raw.githubusercontent.com/AdityaGupta832342/product-images/main/dog-vest-harness/ChatGPT_Image_Jan_30_2026_10_33_34_PM_83157514-a80e-4915-85ef-e874a1447837.png,https://raw.githubusercontent.com/AdityaGupta832342/product-images/main/dog-vest-harness/ChatGPT_Image_Jan_31_2026_01_47_22_PM_652fce7c-4f52-40c8-9fc1-cee70cecc42c.png,https://raw.githubusercontent.com/AdityaGupta832342/product-images/main/dog-vest-harness/ChatGPT_Image_Feb_3_2026_04_54_32_PM_99b4adc8-227b-4a96-b984-7916cc0ea2fa.png,https://raw.githubusercontent.com/AdityaGupta832342/product-images/main/dog-vest-harness/ChatGPTImageJan30_2026_10_39_23PM.png,https://raw.githubusercontent.com/AdityaGupta832342/product-images/main/dog-vest-harness/ChatGPT_Image_Jan_31_2026_01_55_30_PM_6e8282c5-4117-477c-8d6a-d78cecc66603.png,https://raw.githubusercontent.com/AdityaGupta832342/product-images/main/dog-vest-harness/ChatGPT_Image_Feb_3_2026_04_39_15_PM_75add5bb-a51b-4910-bc90-2772cc766da5.png,https://raw.githubusercontent.com/AdityaGupta832342/product-images/main/dog-vest-harness/ChatGPT_Image_Jan_30_2026_10_39_23_PM_298462e6-0786-42ba-80fe-4cbcddcea685.png,https://raw.githubusercontent.com/AdityaGupta832342/product-images/main/dog-vest-harness/ChatGPT_Image_Jan_30_2026_10_36_59_PM_9d401ef3-9045-4078-9ebb-23d5e62b405e.png,https://raw.githubusercontent.com/AdityaGupta832342/product-images/main/dog-vest-harness/ChatGPT_Image_Jan_30_2026_10_35_40_PM_bce1ed60-67c3-4916-9347-d44933e45cd8.png,https://raw.githubusercontent.com/AdityaGupta832342/product-images/main/dog-vest-harness/ChatGPT_Image_Jan_30_2026_10_38_14_PM_cc67e846-b1d4-4641-bb12-2b27492c5b5a.png",Color,Red,,0.0,dog-vest-harness,Accessory size,M,,0.0,699.0,,,
variation,dog-vest-harness-Red-S,Dog Vest Harness - Red - S,1,47.0,"https://raw.githubusercontent.com/AdityaGupta832342/product-images/main/dog-vest-harness/ChatGPT_Image_Jan_30_2026_10_33_34_PM_83157514-a80e-4915-85ef-e874a1447837.png,https://raw.githubusercontent.com/AdityaGupta832342/product-images/main/dog-vest-harness/ChatGPT_Image_Jan_31_2026_01_47_22_PM_652fce7c-4f52-40c8-9fc1-cee70cecc42c.png,https://raw.githubusercontent.com/AdityaGupta832342/product-images/main/dog-vest-harness/ChatGPT_Image_Feb_3_2026_04_54_32_PM_99b4adc8-227b-4a96-b984-7916cc0ea2fa.png,https://raw.githubusercontent.com/AdityaGupta832342/product-images/main/dog-vest-harness/ChatGPTImageJan30_2026_10_39_23PM.png,https://raw.githubusercontent.com/AdityaGupta832342/product-images/main/dog-vest-harness/ChatGPT_Image_Jan_31_2026_01_55_30_PM_6e8282c5-4117-477c-8d6a-d78cecc66603.png,https://raw.githubusercontent.com/AdityaGupta832342/product-images/main/dog-vest-harness/ChatGPT_Image_Feb_3_2026_04_39_15_PM_75add5bb-a51b-4910-bc90-2772cc766da5.png,https://raw.githubusercontent.com/AdityaGupta832342/product-images/main/dog-vest-harness/ChatGPT_Image_Jan_30_2026_10_39_23_PM_298462e6-0786-42ba-80fe-4cbcddcea685.png,https://raw.githubusercontent.com/AdityaGupta832342/product-images/main/dog-vest-harness/ChatGPT_Image_Jan_30_2026_10_36_59_PM_9d401ef3-9045-4078-9ebb-23d5e62b405e.png,https://raw.githubusercontent.com/AdityaGupta832342/product-images/main/dog-vest-harness/ChatGPT_Image_Jan_30_2026_10_35_40_PM_bce1ed60-67c3-4916-9347-d44933e45cd8.png,https://raw.githubusercontent.com/AdityaGupta832342/product-images/main/dog-vest-harness/ChatGPT_Image_Jan_30_2026_10_38_14_PM_cc67e846-b1d4-4641-bb12-2b27492c5b5a.png",Color,Red,,0.0,dog-vest-harness,Accessory size,S,,0.0,699.0,,,
variation,dog-vest-harness-Red-XL,Dog Vest Harness - Red - XL,1,47.0,"https://raw.githubusercontent.com/AdityaGupta832342/product-images/main/dog-vest-harness/ChatGPT_Image_Jan_30_2026_10_33_34_PM_83157514-a80e-4915-85ef-e874a1447837.png,https://raw.githubusercontent.com/AdityaGupta832342/product-images/main/dog-vest-harness/ChatGPT_Image_Jan_31_2026_01_47_22_PM_652fce7c-4f52-40c8-9fc1-cee70cecc42c.png,https://raw.githubusercontent.com/AdityaGupta832342/product-images/main/dog-vest-harness/ChatGPT_Image_Feb_3_2026_04_54_32_PM_99b4adc8-227b-4a96-b984-7916cc0ea2fa.png,https://raw.githubusercontent.com/AdityaGupta832342/product-images/main/dog-vest-harness/ChatGPTImageJan30_2026_10_39_23PM.png,https://raw.githubusercontent.com/AdityaGupta832342/product-images/main/dog-vest-harness/ChatGPT_Image_Jan_31_2026_01_55_30_PM_6e8282c5-4117-477c-8d6a-d78cecc66603.png,https://raw.githubusercontent.com/AdityaGupta832342/product-images/main/dog-vest-harness/ChatGPT_Image_Feb_3_2026_04_39_15_PM_75add5bb-a51b-4910-bc90-2772cc766da5.png,https://raw.githubusercontent.com/AdityaGupta832342/product-images/main/dog-vest-harness/ChatGPT_Image_Jan_30_2026_10_39_23_PM_298462e6-0786-42ba-80fe-4cbcddcea685.png,https://raw.githubusercontent.com/AdityaGupta832342/product-images/main/dog-vest-harness/ChatGPT_Image_Jan_30_2026_10_36_59_PM_9d401ef3-9045-4078-9ebb-23d5e62b405e.png,https://raw.githubusercontent.com/AdityaGupta832342/product-images/main/dog-vest-harness/ChatGPT_Image_Jan_30_2026_10_35_40_PM_bce1ed60-67c3-4916-9347-d44933e45cd8.png,https://raw.githubusercontent.com/AdityaGupta832342/product-images/main/dog-vest-harness/ChatGPT_Image_Jan_30_2026_10_38_14_PM_cc67e846-b1d4-4641-bb12-2b27492c5b5a.png",Color,Red,,0.0,dog-vest-harness,Accessory size,XL,,0.0,699.0,,,
variation,dog-vest-harness-Red-XS,Dog Vest Harness - Red - XS,1,47.0,"https://raw.githubusercontent.com/AdityaGupta832342/product-images/main/dog-vest-harness/ChatGPT_Image_Jan_30_2026_10_33_34_PM_83157514-a80e-4915-85ef-e874a1447837.png,https://raw.githubusercontent.com/AdityaGupta832342/product-images/main/dog-vest-harness/ChatGPT_Image_Jan_31_2026_01_47_22_PM_652fce7c-4f52-40c8-9fc1-cee70cecc42c.png,https://raw.githubusercontent.com/AdityaGupta832342/product-images/main/dog-vest-harness/ChatGPT_Image_Feb_3_2026_04_54_32_PM_99b4adc8-227b-4a96-b984-7916cc0ea2fa.png,https://raw.githubusercontent.com/AdityaGupta832342/product-images/main/dog-vest-harness/ChatGPTImageJan30_2026_10_39_23PM.png,https://raw.githubusercontent.com/AdityaGupta832342/product-images/main/dog-vest-harness/ChatGPT_Image_Jan_31_2026_01_55_30_PM_6e8282c5-4117-477c-8d6a-d78cecc66603.png,https://raw.githubusercontent.com/AdityaGupta832342/product-images/main/dog-vest-harness/ChatGPT_Image_Feb_3_2026_04_39_15_PM_75add5bb-a51b-4910-bc90-2772cc766da5.png,https://raw.githubusercontent.com/AdityaGupta832342/product-images/main/dog-vest-harness/ChatGPT_Image_Jan_30_2026_10_39_23_PM_298462e6-0786-42ba-80fe-4cbcddcea685.png,https://raw.githubusercontent.com/AdityaGupta832342/product-images/main/dog-vest-harness/ChatGPT_Image_Jan_30_2026_10_36_59_PM_9d401ef3-9045-4078-9ebb-23d5e62b405e.png,https://raw.githubusercontent.com/AdityaGupta832342/product-images/main/dog-vest-harness/ChatGPT_Image_Jan_30_2026_10_35_40_PM_bce1ed60-67c3-4916-9347-d44933e45cd8.png,https://raw.githubusercontent.com/AdityaGupta832342/product-images/main/dog-vest-harness/ChatGPT_Image_Jan_30_2026_10_38_14_PM_cc67e846-b1d4-4641-bb12-2b27492c5b5a.png",Color,Red,,0.0,dog-vest-harness,Accessory size,XS,,0.0,699.0,,,
variation,dog-vest-harness-White_Paw-2XL,Dog Vest Harness - White Paw - 2XL,1,0.0,"https://raw.githubusercontent.com/AdityaGupta832342/product-images/main/dog-vest-harness/ChatGPT_Image_Jan_30_2026_10_33_34_PM_83157514-a80e-4915-85ef-e874a1447837.png,https://raw.githubusercontent.com/AdityaGupta832342/product-images/main/dog-vest-harness/ChatGPT_Image_Jan_31_2026_01_47_22_PM_652fce7c-4f52-40c8-9fc1-cee70cecc42c.png,https://raw.githubusercontent.com/AdityaGupta832342/product-images/main/dog-vest-harness/ChatGPT_Image_Feb_3_2026_04_54_32_PM_99b4adc8-227b-4a96-b984-7916cc0ea2fa.png,https://raw.githubusercontent.com/AdityaGupta832342/product-images/main/dog-vest-harness/ChatGPTImageJan30_2026_10_39_23PM.png,https://raw.githubusercontent.com/AdityaGupta832342/product-images/main/dog-vest-harness/ChatGPT_Image_Jan_31_2026_01_55_30_PM_6e8282c5-4117-477c-8d6a-d78cecc66603.png,https://raw.githubusercontent.com/AdityaGupta832342/product-images/main/dog-vest-harness/ChatGPT_Image_Feb_3_2026_04_39_15_PM_75add5bb-a51b-4910-bc90-2772cc766da5.png,https://raw.githubusercontent.com/AdityaGupta832342/product-images/main/dog-vest-harness/ChatGPT_Image_Jan_30_2026_10_39_23_PM_298462e6-0786-42ba-80fe-4cbcddcea685.png,https://raw.githubusercontent.com/AdityaGupta832342/product-images/main/dog-vest-harness/ChatGPT_Image_Jan_30_2026_10_36_59_PM_9d401ef3-9045-4078-9ebb-23d5e62b405e.png,https://raw.githubusercontent.com/AdityaGupta832342/product-images/main/dog-vest-harness/ChatGPT_Image_Jan_30_2026_10_35_40_PM_bce1ed60-67c3-4916-9347-d44933e45cd8.png,https://raw.githubusercontent.com/AdityaGupta832342/product-images/main/dog-vest-harness/ChatGPT_Image_Jan_30_2026_10_38_14_PM_cc67e846-b1d4-4641-bb12-2b27492c5b5a.png",Color,White Paw,,0.0,dog-vest-harness,Accessory size,2XL,,0.0,699.0,,,
